,City,State,Population,Latitude,Longitude,Cluster Labels,Cluster Names,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
418,Palani,Tamil Nadu,67231.0,10.49781275,77.5004934021443,1,Stations,Train Station,Indian Restaurant,Bus Station,Hotel,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
419,Pusad,Maharashtra,67116.0,19.88769135,77.48399628090309,0,Food Hubs,Market,ATM,Recreation Center,Diner,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market
420,Sopore,Jammu and Kashmir,66963.0,34.328127200000004,74.47611863298505,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
421,Pilkhuwa,Uttar Pradesh,66907.0,28.7142498,77.65485100000001,1,Stations,Platform,Train Station,Women's Store,Field,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
422,Tarn Taran,Punjab,66847.0,31.32124525,74.84130629340784,0,Food Hubs,Motorcycle Shop,Movie Theater,Museum,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
423,Mandamarri,Telangana,66596.0,18.95415675,79.48779329882326,1,Stations,Train Station,Motorcycle Shop,Bus Station,Mattress Store,Field,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
424,Shahabad,Karnataka,66550.0,17.1241133,76.94189229999999,1,Stations,Train Station,ATM,Pharmacy,Café,Women's Store,Fast Food Restaurant,Exhibit,Fabric Shop,Factory,Falafel Restaurant
425,Barbil,Odisha,66540.0,22.06030655,85.39277997446213,0,Food Hubs,Bus Station,Motorcycle Shop,Pharmacy,Hotel,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
426,Koratla,Telangana,66504.0,18.8354455,78.7104197,0,Food Hubs,Asian Restaurant,Bus Station,Women's Store,Exhibit,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
427,Madhubani,Bihar,66340.0,26.350072,86.22914688962271,2,ATM Hubs,ATM,Comedy Club,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
428,Arambagh,West Bengal,66175.0,22.876448,87.79095600000001,2,ATM Hubs,ATM,Mobile Phone Shop,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
429,Gohana,Haryana,65708.0,29.1190219,76.66998431674506,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
430,Ladnu,Rajasthan,65575.0,27.6418,74.3949,1,Stations,ATM,Train Station,Clothing Store,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
431,Pattukkottai,Tamil Nadu,65533.0,10.4118033,79.33776652736019,0,Food Hubs,Indie Movie Theater,Train Station,Bus Station,Movie Theater,Tourist Information Center,Plaza,ATM,Hotel Bar,Fast Food Restaurant,Exhibit
432,Sirsi,Karnataka,65335.0,14.6192362,74.83886109999999,4,Indian Cuisine Restaurants,Indian Restaurant,Multicuisine Indian Restaurant,Fast Food Restaurant,Hotel,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Field
433,Tamluk,West Bengal,65306.0,22.302835100000003,87.86746237434912,2,ATM Hubs,ATM,Train Station,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
434,Jagraon,Punjab,65240.0,30.804170399999997,75.4753645,4,Indian Cuisine Restaurants,Indian Restaurant,ATM,Hotel,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
435,Alirajpur,Madhya Pradesh,65232.0,22.28593955,74.35468608752092,2,ATM Hubs,ATM,Juice Bar,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
436,Naidupet,Andhra Pradesh,65000.0,13.9289023,79.8324791063701,4,Indian Cuisine Restaurants,Indian Restaurant,Bus Station,Platform,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
437,Tirupathur,Tamil Nadu,64125.0,12.4533064,78.55290857022919,1,Stations,Train Station,ATM,Moving Target,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
438,Tohana,Haryana,63871.0,29.66541795,75.81027978502856,0,Food Hubs,Hotel Bar,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
439,Ratangarh,Rajasthan,63486.0,28.074960100000002,74.6243533,0,Food Hubs,Indian Restaurant,Rajasthani Restaurant,Bus Station,Train Station,Furniture / Home Store,Motel,Snack Place,Food Court,Food & Drink Shop,Food
440,Dhubri,Assam,63388.0,26.01894625,89.9418895246152,0,Food Hubs,Motorcycle Shop,Boat or Ferry,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
441,Masaurhi,Bihar,63248.0,25.3516471,84.98734798892505,0,Food Hubs,Platform,ATM,Clothing Store,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
442,Visnagar,Gujarat,63073.0,23.7036823,72.54046009999999,0,Food Hubs,Bakery,Construction & Landscaping,Park,Bank,Field,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
443,Vrindavan,Uttar Pradesh,63005.0,27.5753726,77.6938045,0,Food Hubs,Café,Indian Restaurant,Comfort Food Restaurant,Monument / Landmark,Hotel,Coffee Shop,Vegetarian / Vegan Restaurant,Food,Dhaba,Fast Food Restaurant
444,Nagari,Andhra Pradesh,62253.0,13.31217355,79.59793429354428,0,Food Hubs,Restaurant,Mountain,Train Station,Pharmacy,Women's Store,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm
445,Narwana,Haryana,62090.0,29.61447865,76.09469981777069,0,Food Hubs,ATM,Motorcycle Shop,Health & Beauty Service,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
446,Ramanathapuram,Tamil Nadu,62050.0,9.3895523,78.85907071521498,0,Food Hubs,Indian Restaurant,Fast Food Restaurant,Train Station,Bus Station,Historic Site,Café,Fabric Shop,Factory,Falafel Restaurant,Farm
447,Ujhani,Uttar Pradesh,62039.0,27.995109600000003,79.01531379999999,2,ATM Hubs,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
448,Laharpur,Uttar Pradesh,61990.0,27.72838105,80.98388171487147,2,ATM Hubs,ATM,Bay,Women's Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
449,Sangamner,Maharashtra,61958.0,19.489917050000006,74.24637475177133,0,Food Hubs,Indian Restaurant,Dhaba,Motorcycle Shop,Gym,Tea Room,Food Court,Food Service,Food Truck,Food Stand,Factory
450,Nimbahera,Rajasthan,61949.0,24.6258698,74.6866837,0,Food Hubs,ATM,Platform,Mobile Phone Shop,Clothing Store,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market
451,Siddipet,Telangana,61809.0,18.005585099999994,78.89611304969961,0,Food Hubs,Restaurant,Motorcycle Shop,Indian Restaurant,IT Services,Fast Food Restaurant,Event Space,Exhibit,Fabric Shop,Factory,Falafel Restaurant
452,Diphu,Assam,61797.0,25.8563368,93.46496675590588,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
453,Jhargram,West Bengal,61712.0,22.377063600000003,87.04867177362203,1,Stations,Train Station,ATM,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
454,Tilhar,Uttar Pradesh,61444.0,28.05723185,79.74214885077942,1,Stations,Train Station,Food & Drink Shop,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
455,Udumalaipettai,Tamil Nadu,61133.0,10.4253731,77.18235850494567,0,Food Hubs,Mountain,Farm,River,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farmers Market,Fast Food Restaurant,Field
456,Malkapur,Maharashtra,61012.0,20.8926647,76.20502740958176,1,Stations,ATM,Platform,Train Station,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
457,Wanaparthy,Telangana,60949.0,16.285294399999998,77.98644727021286,4,Indian Cuisine Restaurants,Indian Restaurant,Breakfast Spot,Vegetarian / Vegan Restaurant,Pharmacy,Restaurant,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant
458,Gudur,Andhra Pradesh,60625.0,16.2159096,81.0815906,4,Indian Cuisine Restaurants,Indie Movie Theater,IT Services,Indian Restaurant,Accessories Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
459,Kendujhar,Odisha,60590.0,21.5892323,85.66878413736906,0,Food Hubs,Pharmacy,Mattress Store,Exhibit,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
460,Mandi,Himachal Pradesh,60387.0,31.6723392,76.95331690779145,0,Food Hubs,Mountain,Bus Station,Hotel,Pizza Place,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
461,Nedumangad,Kerala,60161.0,8.6053371,77.00283309999999,0,Food Hubs,Indian Restaurant,Asian Restaurant,Water Park,Bakery,Bus Station,Hotel,Fireworks Store,Falafel Restaurant,Farm,Farmers Market
462,North Lakhimpur,Assam,59814.0,27.1609011,94.16266801115614,2,ATM Hubs,ATM,Shoe Repair,Women's Store,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
463,Vinukonda,Andhra Pradesh,59725.0,16.022056050000003,79.66448439991211,0,Food Hubs,Pharmacy,ATM,Bus Station,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
464,Tiptur,Karnataka,59543.0,13.258575,76.47376750000001,4,Indian Cuisine Restaurants,Indian Restaurant,Jewelry Store,Diner,Vietnamese Restaurant,Train Station,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
465,Gobichettipalayam,Tamil Nadu,59523.0,11.4500997,77.44261877550801,0,Food Hubs,Bike Trail,Bus Station,Forest,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
466,Sunabeda,Odisha,58884.0,18.73423685,82.83084682181051,0,Food Hubs,Mountain,Hotel,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
467,Wani,Maharashtra,58840.0,19.975516199999998,78.95918704575197,3,Mobile Stores and Women utility,Furniture / Home Store,Mobile Phone Shop,Women's Store,Fish & Chips Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
468,Upleta,Gujarat,58775.0,21.742731600000003,70.2820025,0,Food Hubs,Motorcycle Shop,Dhaba,Grocery Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
469,Narasapuram,Andhra Pradesh,58770.0,16.4386275,81.70150109999999,1,Stations,Train Station,Boat or Ferry,Pharmacy,Women's Store,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
470,Tezpur,Assam,58559.0,26.61695705,92.76500717365029,4,Indian Cuisine Restaurants,Indian Restaurant,Hotel,Bus Station,Café,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
471,Una,Gujarat,58528.0,20.819889800000002,71.0391641,4,Indian Cuisine Restaurants,Indian Restaurant,Bus Station,Train Station,Hotel Bar,Beach,Fireworks Store,Factory,Falafel Restaurant,Farm,Farmers Market
472,Markapur,Andhra Pradesh,58462.0,15.71498775,79.23882574620737,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
473,Sheopur,Madhya Pradesh,58342.0,25.6656611,76.6954843,0,Food Hubs,Jewelry Store,Exhibit,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store,Fish & Chips Shop
474,Thiruvarur,Tamil Nadu,58301.0,10.73618605,79.63318659437627,1,Stations,Convenience Store,Train Station,Boarding House,Cricket Ground,Fabric Shop,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
475,Sidhpur,Gujarat,58194.0,22.10390075,69.46479455225894,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
476,Sahaswan,Uttar Pradesh,58184.0,28.111908000000003,78.74639723157563,0,Food Hubs,Motorcycle Shop,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Fireworks Store
477,Suratgarh,Rajasthan,58119.0,29.320330900000002,73.9026728,4,Indian Cuisine Restaurants,Indian Restaurant,Platform,Shoe Repair,Train Station,Field,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
478,Shajapur,Madhya Pradesh,57818.0,23.37074105,76.62051527475785,0,Food Hubs,Platform,Women's Store,Fireworks Store,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
479,Lonavla,Maharashtra,57698.0,18.749245000000002,73.4050474,0,Food Hubs,Fast Food Restaurant,Mountain,Resort,Trail,Café,Indian Restaurant,Hotel,Dessert Shop,Restaurant,Scenic Lookout
480,Ponnur,Andhra Pradesh,57640.0,16.068377599999998,80.5522462,1,Stations,Train Station,Women's Store,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field
